class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
a,31,21,28,18,18,31,22,23,5,3,8,9,4,6,9,20,32,23,27,12,18,31,23,23,4,3,10,11,4,6,7,22,28,20,8,3,19,34,4,12,12,22,16,7,17,19,9,26,31,18,7,4,17,32,5,8,17,26,16,5,17,24,7,22
a,46,17,23,5,11,21,9,22,21,10,18,11,3,15,14,10,44,7,22,11,19,20,19,17,21,4,17,3,9,16,14,13,41,22,21,10,13,22,3,18,14,19,18,8,13,5,11,18,41,9,22,3,21,23,12,16,17,16,20,4,19,10,11,12
a,36,23,20,11,25,10,13,20,14,20,6,11,14,12,16,5,35,21,19,26,26,9,15,13,13,13,7,8,19,12,14,6,31,26,13,19,23,7,15,15,13,27,7,10,23,8,10,9,34,21,15,14,28,8,18,14,17,16,9,6,22,10,10,14
a,12,35,10,7,38,33,22,36,0,4,4,16,0,1,10,28,25,26,11,21,26,33,26,31,0,0,2,12,0,0,11,32,6,37,0,2,32,47,4,5,0,34,0,8,12,16,16,37,16,27,0,1,24,47,4,3,14,23,0,7,11,21,16,42
a,3,16,15,7,24,21,24,17,0,24,0,12,19,44,10,20,15,15,13,15,22,16,21,21,0,20,0,12,19,38,13,16,5,18,0,18,17,19,20,40,8,26,0,10,29,13,7,26,7,15,0,20,17,22,19,38,13,18,0,12,24,21,10,20
a,14,25,23,15,28,14,27,16,13,20,7,13,16,9,9,7,22,22,27,33,24,11,25,13,12,15,1,9,16,9,9,8,23,16,14,21,18,10,22,15,16,32,6,9,23,14,9,8,16,20,14,19,17,9,24,12,27,31,5,6,26,18,8,4
a,37,6,28,5,7,20,11,21,37,4,19,2,6,25,13,15,38,12,39,20,5,15,8,19,26,4,8,7,6,24,12,13,46,10,25,3,14,14,8,24,24,21,8,5,10,11,12,21,51,6,24,3,9,15,7,29,21,18,15,2,16,15,8,17
a,45,10,29,7,16,17,12,18,35,10,14,4,7,17,8,7,44,10,27,9,13,20,18,15,37,8,12,5,9,16,8,5,40,10,33,7,12,12,8,20,29,19,12,5,28,8,3,10,38,9,34,9,10,17,10,17,37,15,14,4,13,15,4,10
a,17,12,18,8,14,18,26,17,12,9,19,18,9,18,13,28,25,10,22,30,13,14,18,18,12,9,13,12,9,18,13,20,26,11,12,9,11,16,9,18,23,13,12,17,28,16,12,23,17,11,12,9,9,20,9,18,23,21,22,12,14,18,14,27
a,23,26,17,14,19,17,32,20,9,16,8,14,12,13,8,8,28,19,21,20,33,14,22,17,8,11,8,6,11,11,18,9,30,24,10,16,24,14,11,11,20,20,4,13,21,15,10,13,20,24,11,14,28,20,16,14,15,15,8,13,19,14,13,12
a,12,15,20,26,19,6,35,14,12,35,2,8,32,10,6,4,23,16,22,37,22,2,25,16,10,26,1,4,24,10,12,6,9,19,13,27,23,6,25,8,20,38,2,8,34,10,8,6,8,21,12,27,21,5,26,9,21,39,2,8,35,13,6,3
a,7,19,9,6,30,29,16,16,0,28,0,8,19,48,10,11,15,24,12,19,26,28,11,9,3,18,2,6,21,38,12,12,10,25,0,17,25,26,18,46,6,17,0,11,20,12,10,13,0,23,0,21,22,34,22,48,5,22,0,5,16,10,7,21
a,51,23,23,13,14,10,9,20,25,16,8,8,7,11,16,2,53,15,19,20,23,7,19,14,21,5,6,14,13,12,11,4,44,25,23,16,26,10,8,10,16,19,9,8,12,5,20,5,43,15,27,8,21,12,16,12,22,21,10,5,24,8,6,6
a,55,8,28,4,32,24,15,16,7,1,23,4,4,4,15,16,54,20,25,29,16,16,15,19,7,4,15,10,1,4,12,9,49,7,7,1,28,26,4,4,25,21,23,3,22,9,11,16,49,29,7,4,7,26,1,4,33,17,23,14,7,15,4,16
a,52,11,31,5,15,18,20,18,19,7,20,7,4,11,7,11,50,11,31,18,15,20,16,12,19,6,18,3,4,9,8,16,43,13,28,7,12,19,7,14,21,21,27,5,9,6,7,17,47,7,26,7,9,14,7,14,35,9,20,7,11,23,6,14
a,37,12,35,7,30,18,25,14,12,4,16,5,10,6,13,12,41,30,35,19,16,13,13,17,10,9,11,12,3,5,7,15,43,14,10,4,30,16,10,6,23,22,13,8,19,10,15,13,46,28,9,10,10,14,4,6,38,17,13,13,10,21,5,12
a,0,21,29,25,21,0,30,11,0,58,0,0,58,0,0,3,8,17,19,29,31,1,22,7,0,56,1,0,48,0,9,8,2,21,0,48,21,0,49,0,9,46,0,2,51,5,0,2,3,24,0,45,23,3,48,0,44,17,0,1,28,13,0,7
a,2,0,17,14,3,0,28,31,0,16,0,31,16,32,23,43,5,6,18,31,8,0,17,28,0,16,4,11,16,32,22,42,3,0,0,16,0,0,16,32,0,47,0,16,16,17,32,61,4,0,0,16,0,3,16,32,22,20,4,25,24,26,23,41
a,38,29,30,22,10,8,12,8,26,26,4,3,8,8,7,17,35,9,30,13,26,8,26,11,28,9,5,1,25,8,5,17,37,32,33,34,13,10,11,12,14,18,10,10,9,4,4,5,44,7,32,9,27,8,26,8,22,12,10,1,14,17,6,13
a,15,6,35,17,9,10,16,18,27,15,19,10,14,20,9,16,15,9,35,15,6,15,19,16,27,14,19,9,15,16,10,16,33,11,23,13,16,10,13,17,26,21,6,17,19,6,4,21,34,14,34,10,14,18,8,6,33,13,6,9,12,9,7,29
a,38,30,15,10,27,10,22,11,12,15,8,17,15,6,12,8,30,26,26,23,30,11,12,10,12,15,8,6,15,6,14,12,36,28,12,15,35,12,15,6,9,24,12,10,5,9,20,8,42,31,12,15,27,11,15,6,12,9,17,15,11,11,9,13
a,0,0,36,16,2,0,23,20,12,24,13,42,12,16,15,25,4,0,32,20,0,0,32,20,12,12,16,14,24,16,28,26,2,0,12,24,0,0,12,16,14,40,23,31,13,12,24,33,0,0,12,12,0,0,24,16,36,12,19,20,18,23,39,25
a,17,29,18,5,26,16,26,16,6,15,6,23,15,12,11,15,21,20,22,23,20,16,27,13,6,15,3,11,15,12,6,26,15,28,6,15,33,17,15,12,11,30,6,9,5,8,24,22,27,23,6,15,22,16,15,12,23,17,4,14,17,10,9,26
a,11,26,16,9,28,56,17,22,0,4,0,16,2,0,15,34,18,27,12,15,29,40,23,31,0,1,1,15,0,3,14,27,0,35,0,1,35,56,1,8,3,22,0,14,17,10,16,38,21,27,0,3,27,40,4,1,15,16,1,14,8,36,16,27
a,0,0,13,11,0,0,24,35,0,16,0,32,16,32,25,52,0,1,20,19,4,0,27,31,0,16,0,26,16,32,22,42,1,0,0,16,0,0,16,32,6,39,0,19,23,18,27,59,2,1,0,16,0,0,16,32,27,15,1,28,13,33,30,42
a,40,33,13,6,7,15,6,9,30,32,17,14,6,18,2,8,42,5,14,12,33,12,18,12,26,6,13,1,23,14,15,10,40,33,32,28,8,16,4,13,9,19,15,14,7,5,3,10,42,9,30,6,29,16,28,10,16,6,11,6,7,12,14,14
a,16,14,35,19,6,6,25,17,24,36,0,10,18,18,1,11,24,9,21,18,29,7,17,13,22,17,7,2,30,17,11,12,20,20,24,32,12,11,17,16,15,32,9,5,15,10,5,13,29,12,22,16,21,15,33,13,17,13,16,3,13,12,9,12
a,20,23,19,16,12,14,11,16,17,34,6,10,16,22,10,10,15,13,26,15,32,14,13,12,17,15,7,3,25,18,15,16,15,26,19,29,13,16,18,20,9,31,9,10,8,13,8,12,20,9,18,17,20,12,32,20,16,15,6,5,22,21,11,12
a,3,16,22,10,19,40,12,8,0,26,0,8,23,40,8,21,7,18,16,16,23,39,11,6,0,21,1,8,18,35,14,23,0,29,0,19,26,28,22,54,0,18,0,9,15,8,8,20,6,20,0,26,22,32,24,50,5,10,0,8,12,15,8,18
a,18,16,31,20,18,10,38,28,10,13,5,5,16,14,5,9,21,22,23,30,23,14,21,17,10,14,7,7,10,12,13,12,17,20,10,13,21,12,19,16,16,32,7,8,23,15,13,14,19,21,11,19,17,13,15,16,17,25,8,12,18,22,10,13
a,8,16,9,16,17,30,32,44,0,11,0,16,10,18,8,21,7,20,13,22,19,25,25,40,0,8,1,13,10,16,13,24,3,19,0,14,16,19,18,31,1,37,0,6,26,24,9,33,11,13,0,15,12,18,16,33,13,29,0,8,18,38,10,22
a,19,14,29,17,18,12,27,25,13,13,12,13,10,12,11,11,24,13,27,23,16,14,27,18,11,13,11,10,10,11,14,14,18,19,13,13,14,11,16,16,20,32,12,14,14,14,15,15,23,13,13,13,14,10,14,15,24,26,12,10,17,22,15,15
a,23,9,29,9,14,0,24,18,18,10,28,16,13,12,16,17,23,13,37,24,10,0,16,18,18,13,19,12,10,12,16,15,20,12,19,8,17,0,10,12,22,26,31,15,9,9,23,23,25,16,19,10,9,0,8,12,32,19,26,16,7,19,18,20
a,51,14,27,8,15,19,10,16,29,6,14,5,6,12,11,13,55,12,25,11,15,16,14,9,27,6,6,9,6,12,9,24,41,15,37,7,14,22,8,15,22,21,19,3,4,7,6,15,52,9,32,8,9,18,7,14,27,13,15,6,9,13,5,19
a,30,13,30,11,21,16,29,26,14,9,15,8,8,9,7,10,34,16,29,20,19,16,18,18,12,11,10,6,7,10,14,16,31,19,11,10,18,16,14,14,18,26,15,10,13,15,12,14,27,18,15,14,13,17,12,13,28,26,13,10,9,17,8,16
a,19,21,23,18,30,8,20,16,14,22,6,8,24,8,16,3,23,26,24,27,21,7,13,15,12,25,6,9,21,9,12,6,15,23,15,22,26,8,29,10,19,27,5,10,22,10,11,4,17,23,15,29,18,7,24,10,23,27,4,10,21,14,8,6
a,2,20,16,15,23,39,26,25,0,12,2,14,9,18,13,22,5,23,19,24,25,30,18,25,0,9,3,11,10,19,13,22,1,33,0,9,28,46,12,24,0,28,0,9,12,18,12,24,11,24,0,9,23,44,10,20,11,21,0,8,13,26,10,26
a,21,21,25,15,26,8,25,16,14,22,5,9,24,8,11,6,21,27,28,19,23,10,14,10,13,25,5,7,20,8,13,13,16,22,15,22,26,8,28,10,21,26,5,9,24,9,10,5,14,24,15,28,18,7,24,10,29,27,3,9,21,13,7,7
a,22,9,32,11,17,0,23,20,18,10,25,12,13,12,16,16,30,11,31,19,12,2,19,13,18,13,18,14,10,12,15,19,20,12,19,8,16,0,10,12,25,25,22,16,17,5,25,24,19,16,19,10,11,0,8,12,35,17,21,19,18,10,16,25
a,4,4,21,10,9,8,25,25,0,20,1,23,16,32,18,40,4,4,14,23,8,7,27,21,0,18,1,21,16,35,20,37,1,0,0,20,2,0,20,40,0,49,0,8,38,26,15,37,2,0,0,20,0,0,20,40,22,24,0,14,37,39,9,29
a,6,22,13,8,22,40,9,22,0,16,0,15,16,32,14,21,6,23,2,23,35,41,10,14,0,16,6,7,12,25,15,21,5,24,0,14,23,35,15,32,4,26,0,9,25,17,9,18,4,23,0,16,23,42,16,32,8,14,0,11,12,21,12,22
a,19,15,24,16,20,14,22,19,16,14,13,11,14,14,13,12,18,22,23,20,25,15,20,10,14,13,13,9,13,13,12,16,15,21,16,14,21,17,14,14,16,26,14,12,18,9,13,16,23,20,15,13,20,17,13,14,20,18,14,12,14,13,13,17
a,32,17,16,6,14,18,12,18,20,19,18,13,8,22,10,13,32,10,19,16,23,20,14,8,20,8,15,4,16,21,14,16,28,29,18,13,13,24,7,20,10,22,20,15,8,8,6,15,30,12,19,7,23,26,14,19,20,8,18,6,11,13,12,18
a,19,11,23,7,30,14,18,19,18,10,11,6,22,16,22,10,26,26,23,21,12,13,9,16,17,22,10,15,9,16,9,12,23,11,14,5,26,18,21,13,18,23,11,6,16,12,24,15,18,27,14,21,11,19,5,13,30,17,11,20,11,16,6,17
a,6,3,35,8,4,0,32,16,16,12,21,17,24,12,24,26,11,1,42,21,6,0,19,14,16,24,10,28,12,12,11,29,3,1,16,12,0,0,24,12,20,31,22,18,24,6,41,26,0,0,16,24,0,0,12,12,34,28,24,30,15,17,17,27
a,59,8,22,8,18,31,14,15,9,1,32,3,2,5,9,20,60,13,22,8,11,31,15,14,10,2,30,7,1,6,7,19,55,14,8,1,19,31,2,5,19,15,31,6,11,5,10,24,59,16,8,2,6,31,1,5,30,18,28,7,2,11,5,27
a,38,12,35,17,17,12,24,24,17,9,10,8,12,9,9,3,43,22,24,22,13,12,21,11,17,12,11,10,9,9,8,12,38,17,18,8,18,18,12,9,26,21,14,8,20,11,9,9,43,18,18,12,11,12,8,9,33,20,12,9,10,26,9,6
a,33,14,28,10,14,14,20,18,17,7,20,14,8,12,11,16,34,17,28,13,19,16,14,12,17,8,19,10,7,12,14,16,33,17,15,8,17,16,7,10,20,22,23,13,19,3,14,19,32,20,15,7,16,17,8,10,18,11,31,14,11,13,11,22
a,59,15,28,4,15,24,11,19,16,4,24,7,4,8,6,12,60,13,25,10,19,21,10,17,16,4,20,6,4,8,12,11,62,18,16,4,13,29,4,8,18,18,27,8,2,6,7,16,64,13,16,4,16,26,4,8,18,18,27,2,4,10,9,17
a,46,10,28,10,22,17,23,27,8,4,20,6,5,7,12,11,45,25,29,25,13,21,15,13,8,4,14,11,2,4,10,17,38,14,8,4,24,24,6,5,31,19,14,10,18,11,13,17,40,22,10,7,12,24,3,4,31,18,21,13,7,24,8,12
a,40,20,26,13,16,14,19,15,20,16,12,8,13,11,6,7,40,19,28,15,24,17,21,11,17,8,13,6,10,6,9,12,36,25,20,14,19,14,12,11,19,27,12,11,16,9,6,5,43,16,22,12,19,14,15,11,25,14,13,6,12,19,8,7
a,5,11,13,11,14,11,20,32,0,16,3,25,16,32,22,25,5,9,13,31,13,9,25,26,0,16,1,14,16,32,21,25,1,10,0,12,8,14,12,24,0,37,0,19,16,20,28,55,3,9,0,12,8,12,12,24,14,27,0,21,15,23,26,50
a,27,16,24,17,17,17,18,25,18,24,2,0,16,24,7,4,29,15,27,14,25,14,18,24,20,14,4,0,15,22,7,8,24,21,22,17,11,16,18,28,22,31,0,4,17,21,3,1,25,18,20,15,17,16,20,25,24,28,0,2,21,15,0,10
a,12,17,10,14,18,28,26,31,0,18,0,9,18,36,10,9,0,22,20,22,23,30,16,19,0,18,1,2,18,36,14,15,5,22,0,8,22,32,8,16,0,37,0,11,29,26,10,30,5,22,0,8,22,36,8,16,9,22,2,13,22,30,12,29
a,3,2,37,11,6,1,25,21,16,15,22,23,14,16,18,26,5,8,31,25,7,2,23,15,16,14,19,15,15,16,19,26,4,1,16,16,3,2,16,15,23,31,18,23,18,8,28,34,1,3,16,16,1,2,16,15,28,12,30,25,20,17,25,29
a,34,15,28,15,18,10,39,20,14,8,6,9,12,8,12,8,35,23,33,28,15,10,15,12,14,12,4,4,8,8,8,27,32,17,12,8,22,11,12,8,34,24,10,3,18,18,9,18,25,18,12,12,10,10,8,8,47,37,1,4,20,20,4,20
a,5,13,16,19,15,24,22,44,0,18,0,8,16,32,8,16,3,12,14,34,13,17,33,38,0,16,1,5,20,32,4,14,2,20,0,14,20,30,14,28,7,35,0,4,30,27,5,20,6,18,0,14,18,28,14,28,20,16,0,8,25,43,5,13
a,5,12,16,21,12,22,30,36,4,16,2,10,16,27,8,19,10,16,14,29,16,20,25,29,4,16,6,5,16,27,9,14,11,20,2,8,18,26,8,16,8,31,4,14,23,25,14,28,14,21,2,8,21,27,8,16,7,12,5,20,20,31,16,28
a,23,9,38,16,25,15,33,24,9,4,5,5,12,8,13,17,18,24,34,39,10,18,16,19,9,12,7,9,4,8,9,20,19,14,7,2,32,22,12,5,24,14,10,6,39,14,15,21,25,30,7,12,13,21,2,5,29,33,15,12,7,23,8,14
a,25,34,24,21,17,20,12,16,10,14,13,20,7,4,9,10,28,16,28,23,31,16,31,13,7,4,11,7,8,3,16,14,30,32,9,11,18,11,5,9,14,32,12,17,27,8,8,13,33,19,10,7,34,11,14,7,15,10,16,8,19,19,20,14
a,13,20,27,10,21,11,16,12,14,26,7,12,26,17,11,13,18,19,19,23,21,12,22,8,12,24,7,11,21,14,13,12,12,20,15,22,18,10,26,15,17,32,7,11,23,7,11,10,11,19,15,25,20,12,23,14,27,17,7,11,17,17,12,9
a,22,19,26,8,18,18,18,14,14,18,9,11,20,21,9,11,34,13,24,23,15,13,22,14,12,19,6,6,16,16,8,15,25,15,14,12,17,17,14,16,18,35,14,5,17,8,11,18,25,18,14,14,17,18,13,13,24,12,14,14,14,22,13,11
a,20,24,26,19,26,10,20,11,17,21,8,10,19,8,10,7,27,17,29,31,17,7,26,11,17,19,2,6,21,8,8,10,17,18,19,28,22,4,28,11,26,25,3,5,24,10,6,10,24,17,20,27,18,5,28,11,29,15,2,6,23,15,7,9
a,20,19,28,18,16,8,41,15,12,14,11,17,14,4,6,13,27,20,28,27,19,10,29,9,12,14,13,7,14,4,4,19,28,23,13,12,24,5,12,6,16,34,10,14,22,12,16,9,32,25,13,12,24,6,12,6,15,14,16,20,17,18,18,8
a,39,12,25,14,12,37,11,13,15,5,18,6,5,11,6,27,41,11,23,14,11,38,11,13,15,5,18,6,5,10,7,28,40,17,12,4,15,38,4,12,20,10,19,6,15,13,4,27,42,16,12,4,16,31,4,12,22,10,18,6,17,19,4,23
a,3,13,16,6,19,31,12,21,0,27,0,12,21,41,11,23,19,11,7,18,9,12,29,34,0,21,2,11,22,46,5,10,2,20,0,20,17,18,23,52,2,29,0,7,20,11,9,26,3,16,0,23,13,26,26,48,13,17,0,9,8,18,12,24
a,48,10,20,6,14,18,17,11,30,6,24,6,6,13,8,19,41,11,39,15,10,18,12,13,24,5,14,4,6,12,4,28,47,19,33,6,12,17,6,16,15,16,24,9,3,6,7,20,53,14,28,6,11,17,6,16,22,13,23,6,2,9,7,23
a,8,3,20,15,10,0,32,27,0,16,2,24,16,32,17,34,9,2,20,27,10,0,27,26,0,16,2,13,16,32,19,37,0,0,0,16,3,0,16,32,7,31,0,23,36,12,21,59,1,1,0,16,4,1,16,32,22,18,4,28,18,30,29,36
a,58,13,25,2,14,24,27,14,16,4,22,8,4,8,5,12,56,14,25,17,17,21,16,13,16,4,19,4,4,8,10,12,60,13,16,4,12,25,4,8,24,18,24,5,9,13,5,16,63,17,16,4,15,24,4,8,21,6,26,8,7,16,7,14
a,0,0,9,18,0,0,39,30,0,20,0,24,20,40,16,40,1,1,20,36,3,0,32,26,0,20,0,12,20,40,15,30,8,0,0,16,0,0,16,32,10,31,0,20,36,27,16,44,1,2,0,16,2,0,16,32,13,30,1,20,24,34,24,41
a,4,7,17,31,12,1,38,19,1,46,0,12,39,12,14,3,8,15,20,48,15,1,35,12,1,32,0,8,35,11,12,3,10,13,0,35,9,0,41,13,15,37,0,13,40,16,8,6,4,12,1,39,14,1,38,12,18,36,2,10,37,14,9,9
a,24,6,36,12,14,12,34,20,24,10,9,4,19,17,8,7,25,10,40,39,10,10,26,19,23,14,5,3,7,14,3,8,32,10,30,7,10,10,19,20,28,19,8,8,21,19,7,8,25,14,31,19,9,11,9,21,31,23,12,6,15,17,3,10
a,59,10,28,7,25,24,12,17,14,0,22,6,4,2,10,16,59,10,45,23,14,19,15,25,4,0,10,4,2,1,14,11,61,17,7,3,15,19,1,3,37,15,12,10,15,15,10,16,66,11,5,0,17,23,3,0,24,22,29,2,9,22,8,15
a,21,25,22,15,20,8,35,13,12,14,13,21,14,4,11,8,22,15,39,34,15,6,36,15,12,14,4,6,14,4,4,16,34,19,13,12,20,4,12,6,20,29,6,12,27,18,14,10,25,19,12,12,16,4,12,6,33,39,6,9,29,20,8,6
a,7,14,13,20,15,12,45,27,0,24,0,11,28,20,8,12,12,15,14,29,15,11,30,22,0,28,0,13,24,21,10,12,3,18,0,16,25,9,22,25,10,38,0,10,39,14,12,15,2,23,0,22,15,14,19,21,19,38,0,11,29,20,10,13
a,2,5,15,13,10,6,26,25,0,20,0,24,19,35,18,38,8,8,17,26,9,4,25,21,1,19,3,13,16,32,16,38,0,0,0,20,1,0,20,40,2,50,0,7,33,31,16,36,2,3,0,20,1,2,20,38,18,42,3,5,38,34,8,22
a,20,24,13,7,28,10,17,7,20,19,15,25,12,5,23,11,34,20,17,25,21,6,22,8,11,12,12,15,11,4,19,19,33,30,5,7,28,14,13,2,16,19,18,20,9,10,22,10,37,29,4,7,25,11,7,2,21,19,13,20,17,12,20,12
a,25,23,28,17,26,6,22,12,16,21,4,9,19,8,9,11,30,19,27,26,21,6,24,9,14,18,3,5,17,8,6,23,27,21,16,19,23,8,22,10,16,36,8,6,19,7,10,8,32,21,15,20,17,7,21,8,26,24,7,8,15,16,8,11
a,0,0,10,15,0,0,34,27,0,16,0,32,16,32,23,51,3,1,22,31,4,0,31,24,0,16,4,16,16,32,16,40,1,0,0,16,4,0,16,32,6,40,0,20,24,18,27,52,0,2,0,16,0,0,16,32,22,42,2,14,16,32,25,37
a,0,0,15,12,2,0,34,28,0,16,0,32,16,32,23,46,0,1,23,16,4,0,33,29,0,16,0,26,16,32,22,38,5,0,0,16,2,0,16,32,6,41,0,17,38,9,19,55,0,1,0,16,0,0,16,32,16,30,2,21,21,27,26,48
a,3,2,25,6,6,0,25,35,0,16,1,31,16,32,20,38,13,5,14,26,10,5,17,27,0,16,7,18,16,32,22,28,2,5,0,16,0,0,16,32,0,39,0,22,26,15,27,56,0,0,0,16,0,0,16,32,6,16,0,32,16,32,32,58
a,47,32,21,7,20,12,25,12,12,10,18,15,6,4,8,7,53,17,15,13,34,14,16,7,12,6,20,10,10,4,14,11,50,36,12,10,19,15,6,4,16,24,19,18,2,6,11,8,50,22,12,6,37,14,10,4,13,7,23,11,13,9,18,7
a,46,17,28,15,20,8,25,18,19,13,9,7,12,6,6,7,43,21,28,22,22,11,18,8,17,13,9,7,12,6,9,10,39,25,19,13,22,9,16,8,23,26,10,9,18,6,8,5,40,21,22,15,22,9,14,7,28,14,11,7,17,15,7,7
a,19,15,28,20,17,10,43,28,10,13,3,6,16,14,5,9,28,16,26,32,17,14,23,21,9,13,8,6,11,10,4,18,22,18,9,12,18,12,18,16,17,32,7,8,24,17,12,14,19,18,10,21,18,12,14,17,15,22,8,13,27,20,7,15
a,0,0,16,11,0,0,32,32,0,16,0,32,16,32,20,49,11,1,16,27,2,5,25,25,0,16,8,17,16,32,18,37,5,0,0,16,0,0,16,32,17,35,0,17,16,23,26,53,0,0,0,16,0,0,16,32,10,13,0,32,20,30,28,59
a,16,12,16,12,16,27,22,16,14,15,18,8,12,25,8,19,25,13,26,18,12,21,16,22,13,12,14,7,14,22,6,15,23,13,14,12,14,16,13,28,22,22,11,7,17,20,6,18,21,15,14,13,12,18,15,28,19,12,16,8,13,27,8,17
a,38,25,23,16,23,10,19,17,7,15,12,17,6,4,13,11,34,26,18,20,33,16,18,3,7,6,17,7,11,4,21,15,30,30,10,13,20,8,10,4,12,36,13,20,25,9,9,7,29,24,12,11,31,10,17,4,14,12,14,15,19,16,23,5
a,8,0,24,11,0,1,31,34,0,16,1,27,16,32,18,37,5,11,8,19,10,2,29,28,0,16,13,18,16,32,15,34,0,4,0,16,0,0,16,32,10,35,0,21,11,25,32,54,0,0,0,16,0,0,16,32,2,16,0,32,16,32,32,62
a,40,21,17,6,31,20,17,14,10,6,16,7,8,8,13,22,50,23,20,18,19,18,13,11,10,8,7,8,6,8,12,25,40,30,10,6,29,22,8,8,11,20,12,15,6,6,15,18,43,28,10,8,19,26,6,8,18,18,18,11,1,10,10,22
a,8,16,28,6,16,23,22,24,10,17,6,14,17,24,10,15,33,15,15,14,15,21,9,17,8,16,10,14,15,18,16,20,7,21,8,14,17,26,16,24,21,27,10,10,13,16,12,14,4,17,8,16,17,30,16,24,10,17,10,14,17,24,14,18
a,22,8,29,10,12,11,26,33,13,9,11,15,12,14,13,18,28,18,23,23,10,18,19,14,12,12,14,8,9,14,13,21,24,10,12,9,12,15,12,14,23,26,13,9,20,18,16,23,26,13,12,12,11,13,9,14,20,15,15,18,14,27,14,23
a,0,0,20,11,0,0,33,31,0,20,0,27,20,40,16,38,4,2,21,24,5,9,25,23,0,20,5,17,20,35,16,30,3,0,0,16,0,0,16,32,0,47,0,17,20,15,30,60,0,0,0,16,0,0,16,32,13,16,0,31,18,29,30,55
a,60,13,25,3,16,24,15,16,16,4,22,8,4,8,8,14,60,16,23,14,17,22,12,7,16,4,19,8,4,8,9,17,63,14,16,4,15,25,4,8,17,20,24,8,7,10,7,14,64,16,16,4,16,28,4,8,18,4,30,8,4,12,8,16
a,52,11,22,9,13,16,13,14,33,10,15,5,8,17,7,11,56,13,17,15,18,18,8,8,29,8,14,5,8,13,11,15,32,13,38,8,8,15,10,19,35,24,14,4,10,13,4,9,34,9,38,9,8,18,10,18,38,13,16,4,11,16,4,10
a,59,9,26,4,18,15,17,18,25,8,14,4,5,13,7,14,58,7,27,16,23,19,11,13,19,6,13,4,5,8,12,15,50,17,26,8,14,17,8,14,18,21,16,10,15,7,6,9,48,13,31,8,12,23,8,16,28,9,17,6,11,8,5,13
