class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
a,27,38,30,33,40,14,31,8,3,11,0,2,9,2,3,5,26,39,26,33,42,14,33,7,3,11,1,3,8,2,3,5,18,46,4,12,46,14,12,4,15,34,2,4,32,5,4,4,18,45,4,10,45,12,10,4,22,35,2,3,33,6,3,4
a,55,20,33,20,27,5,34,4,20,16,4,1,11,3,1,2,55,21,36,20,26,5,36,2,20,15,2,2,7,3,2,4,56,24,27,13,25,4,12,4,28,30,1,0,24,2,2,4,59,21,26,13,23,6,12,2,29,25,0,1,30,6,2,1
a,23,32,31,18,30,7,31,7,10,27,2,4,19,9,5,1,29,25,29,37,30,6,29,2,9,18,3,1,23,10,3,2,23,23,12,26,20,7,21,9,27,37,3,4,31,3,5,5,21,20,10,22,27,7,24,9,23,23,4,5,42,11,6,2
a,30,39,15,17,52,13,22,8,0,19,0,7,6,2,14,12,25,40,28,31,45,13,25,3,0,10,1,0,6,1,7,21,15,59,0,10,48,13,21,6,4,40,0,7,10,0,14,9,4,55,0,14,51,13,18,5,13,29,0,5,22,6,4,17
a,22,33,4,6,53,6,32,7,0,42,0,11,22,11,7,0,29,30,10,33,43,7,35,2,0,30,0,2,17,7,8,3,23,37,0,36,34,2,39,14,2,29,0,6,21,1,7,5,33,20,0,48,34,10,34,10,2,12,0,8,29,7,7,2
a,15,18,18,33,23,3,44,8,4,49,1,5,26,5,4,0,6,24,38,38,37,3,40,4,2,26,0,1,29,5,3,0,15,30,4,42,11,0,43,8,16,47,1,4,26,3,5,1,12,19,4,34,29,2,42,6,29,39,0,0,31,3,5,1
a,60,11,18,13,19,12,30,6,33,16,16,0,9,8,4,1,60,15,34,31,17,11,22,3,20,14,8,0,8,6,5,2,83,13,10,13,17,7,12,10,21,23,8,2,23,1,6,7,70,19,18,13,19,8,9,8,27,16,4,5,30,2,4,4
a,48,22,33,16,28,14,40,5,20,16,0,0,9,5,0,0,47,24,35,23,27,14,36,5,18,13,0,0,10,4,0,0,51,24,17,12,27,10,9,8,31,28,0,0,36,3,0,0,48,23,20,15,27,14,13,6,34,21,0,0,28,7,0,0
a,34,30,23,15,35,13,45,2,11,17,2,7,12,6,3,1,35,31,36,40,31,13,29,3,8,10,2,1,10,4,3,0,36,34,12,13,32,8,15,8,26,29,2,5,29,4,3,0,33,30,16,21,33,13,18,8,24,25,2,2,21,4,4,2
a,31,33,32,20,38,0,34,5,16,25,0,0,22,0,0,0,38,32,34,26,38,0,41,2,12,18,0,0,14,0,1,0,38,32,10,22,38,0,15,0,30,29,0,0,37,0,2,3,29,37,17,26,36,0,28,0,24,25,0,0,32,2,0,0
a,44,24,33,11,23,10,28,9,23,15,3,6,15,8,4,0,43,25,37,30,25,8,27,6,20,9,1,2,10,8,4,1,41,24,22,15,26,9,10,8,29,31,5,1,23,2,5,5,40,23,22,15,25,10,10,8,35,26,3,0,29,4,3,3
a,16,41,6,18,54,11,45,6,0,28,0,6,15,6,4,0,15,47,29,32,43,12,33,4,0,14,0,2,18,4,2,1,12,46,0,18,45,8,19,8,10,42,0,4,38,2,4,0,4,47,0,24,45,11,26,8,7,36,0,3,37,5,2,1
a,67,22,19,22,19,5,26,7,25,23,4,1,9,3,4,0,63,18,28,28,32,5,29,1,16,9,4,6,11,3,1,2,62,27,21,22,25,4,7,4,20,21,4,0,29,0,7,3,54,23,28,9,29,5,19,3,30,23,2,2,21,4,3,1
a,40,19,30,21,32,10,34,8,15,13,6,2,10,5,10,1,40,27,41,35,26,12,32,1,9,12,0,2,6,2,7,4,36,26,13,10,31,6,13,8,35,27,2,3,32,2,7,5,34,27,16,15,25,11,8,6,36,28,5,3,27,10,3,2
a,42,26,22,22,35,13,33,10,13,17,3,3,9,4,3,1,45,26,26,27,32,13,30,8,11,14,1,1,8,3,3,8,27,30,15,19,26,8,23,10,23,37,3,2,23,4,3,3,36,25,11,19,25,13,18,3,33,25,2,3,26,12,2,3
a,69,30,19,4,6,13,22,5,34,25,5,6,4,9,0,5,69,4,22,17,34,12,21,2,33,5,2,0,11,5,6,13,65,39,34,18,9,6,5,11,12,32,10,0,6,1,2,6,75,6,24,5,22,13,23,6,28,22,4,1,7,9,6,5
a,36,31,37,14,31,0,23,3,30,24,0,0,24,0,0,3,44,28,36,15,35,0,28,0,23,24,0,0,15,0,0,8,36,32,30,23,31,0,25,0,33,26,0,0,18,0,0,2,47,30,23,23,26,0,25,0,42,22,0,0,6,10,0,2
a,10,22,23,26,35,6,34,10,0,40,0,3,27,10,7,3,8,34,33,32,34,9,32,4,0,22,0,1,22,7,4,14,2,35,0,26,26,6,35,10,9,57,0,2,33,4,7,4,6,36,0,21,24,10,33,6,38,38,0,3,17,13,4,7
a,45,42,29,16,18,0,14,4,23,39,0,0,12,0,0,14,42,15,26,12,53,0,27,1,24,15,0,0,27,0,0,14,35,46,35,57,20,0,19,0,13,19,0,0,11,0,0,1,52,13,27,17,42,0,38,0,24,11,0,0,12,9,0,11
a,42,17,44,24,10,10,12,10,42,23,0,0,10,12,0,0,44,8,44,12,17,11,28,8,41,10,0,0,20,13,0,0,63,28,25,14,10,8,9,4,30,18,0,7,23,4,1,12,68,10,21,9,19,11,10,3,38,21,1,1,17,4,2,21
a,24,28,36,18,31,0,33,3,20,31,0,0,28,0,0,4,26,31,37,28,32,0,27,2,18,23,0,0,25,0,0,7,26,32,22,26,19,0,40,0,27,38,0,0,21,2,0,3,27,21,22,35,29,0,30,0,33,14,0,0,34,4,0,7
a,17,7,61,26,5,2,26,7,42,30,7,4,9,5,3,5,21,3,61,21,18,3,32,4,39,11,4,1,19,4,5,10,12,13,49,27,0,0,14,7,53,47,9,3,11,2,4,5,12,2,49,12,10,2,28,5,64,17,7,2,26,10,4,6
a,28,20,39,21,29,0,35,4,13,30,2,3,22,0,4,6,27,29,43,31,22,0,25,1,10,17,2,2,25,0,2,20,28,28,12,23,22,0,30,0,33,42,3,2,20,2,5,6,29,22,10,24,29,0,22,0,40,24,2,3,32,4,3,12
a,13,47,19,22,49,14,27,8,0,18,0,5,16,4,4,10,19,44,24,25,47,14,27,7,0,14,0,3,11,2,7,12,15,50,0,18,50,12,18,6,1,35,0,4,28,2,7,10,27,45,0,13,39,14,19,2,21,27,0,5,14,13,8,9
a,7,49,11,22,49,14,36,11,0,21,0,6,21,6,1,2,13,43,22,28,49,14,29,6,0,20,0,2,14,4,5,7,7,53,0,23,48,11,28,8,7,37,0,2,23,3,4,2,17,46,0,22,41,14,27,4,18,28,0,2,18,9,4,6
a,26,39,25,16,19,6,13,3,25,44,1,1,27,6,1,4,34,13,26,23,37,5,34,1,18,24,1,0,25,5,2,8,23,39,25,38,21,4,25,5,21,27,1,2,22,2,0,1,47,18,12,20,19,6,42,4,23,32,0,1,14,8,4,6
a,52,23,41,14,26,7,25,5,21,15,1,3,12,3,0,8,58,24,32,21,27,6,29,0,19,13,3,1,7,2,2,12,50,28,27,11,26,6,13,3,29,30,4,1,18,1,3,6,58,28,21,10,21,7,13,1,38,22,4,3,11,9,3,7
a,73,30,21,15,14,7,18,4,28,20,6,3,6,3,2,6,69,14,28,19,30,6,22,2,25,5,3,1,18,3,2,9,66,41,35,19,12,5,10,5,16,29,6,3,4,0,2,3,62,14,36,9,35,7,20,5,27,5,3,1,23,4,1,4
a,21,42,10,18,45,14,23,5,0,30,0,4,27,6,4,7,23,42,11,26,48,14,21,3,0,25,0,4,19,4,8,8,12,58,0,28,54,8,32,10,0,17,0,8,13,0,8,8,10,52,0,35,56,13,31,9,2,5,0,11,19,3,6,4
a,21,16,42,25,31,8,33,10,12,15,1,5,16,6,9,6,23,29,43,31,17,8,33,7,11,16,6,7,12,6,3,4,26,21,14,14,28,6,26,10,24,39,3,1,32,2,6,4,24,30,16,25,17,8,18,8,26,32,5,6,21,15,4,1
a,29,20,30,23,24,10,40,12,16,22,1,4,18,6,0,1,31,24,34,31,23,10,29,8,13,17,2,1,18,6,4,5,23,26,14,16,21,6,22,10,31,40,2,1,28,4,4,8,22,22,14,19,22,11,20,5,37,34,1,2,31,9,3,4
a,9,10,30,34,19,6,42,11,10,34,2,5,25,8,9,2,13,13,35,38,20,8,35,8,9,29,2,4,23,6,8,5,5,20,11,28,13,2,34,12,18,53,2,6,32,5,11,4,6,14,12,32,13,3,32,11,22,40,2,8,42,13,4,2
a,24,3,51,19,17,1,35,9,34,19,7,3,21,6,6,1,28,14,53,35,9,2,25,6,28,23,6,2,13,5,6,1,23,5,38,18,9,0,30,7,43,38,6,1,23,3,10,2,21,14,38,23,6,2,17,5,49,37,5,1,19,9,4,6
a,57,22,26,16,32,11,21,7,18,16,4,1,7,6,4,8,54,23,37,21,28,10,23,5,12,11,2,1,6,6,0,17,45,33,25,12,26,8,20,10,17,34,5,1,9,1,4,6,47,26,22,14,26,13,15,10,26,18,3,2,11,8,1,14
a,70,15,35,21,31,8,27,6,16,9,7,0,5,1,4,1,69,21,41,31,21,6,29,3,11,8,1,1,2,1,3,8,69,24,16,9,26,5,12,3,30,35,7,0,12,1,4,3,62,28,24,12,22,7,9,3,37,25,4,0,11,5,3,4
a,52,21,35,17,22,12,25,7,28,19,0,0,9,8,0,1,48,20,37,23,28,13,25,2,27,10,0,0,12,7,0,4,44,30,32,16,20,10,15,10,32,32,0,0,12,3,0,0,44,20,33,15,26,13,19,10,36,6,0,0,24,7,0,3
a,10,34,23,26,43,14,26,6,0,32,0,2,23,6,7,4,7,40,34,27,44,13,25,3,0,26,0,2,22,5,3,5,4,53,0,27,45,9,35,10,3,38,0,3,18,0,7,4,5,42,0,32,46,11,28,9,12,23,0,3,31,5,2,7
a,51,21,36,19,21,13,24,7,28,19,0,0,9,7,0,1,49,17,40,19,28,14,22,3,25,13,0,0,12,6,0,8,45,29,31,16,20,10,15,10,31,29,0,0,18,1,0,1,44,21,32,15,26,12,19,10,35,10,0,0,25,3,0,4
a,27,4,49,21,19,2,35,6,31,18,7,2,18,5,9,3,30,12,52,33,8,2,31,3,25,24,6,3,13,5,5,4,30,6,30,16,8,0,30,7,42,35,7,1,28,1,10,5,26,11,32,27,7,0,16,7,46,30,3,4,34,2,4,7
a,18,26,17,27,40,12,28,7,0,38,0,2,24,7,5,5,17,30,17,30,37,12,31,5,0,33,0,3,26,6,5,4,3,35,0,25,34,8,26,8,13,47,0,3,42,4,5,3,2,33,0,26,35,10,24,6,19,36,0,4,43,10,4,4
a,10,45,11,15,45,12,14,6,0,43,0,0,43,12,0,0,15,40,12,20,47,10,23,2,0,41,0,0,34,12,0,0,8,45,0,36,44,7,37,12,10,22,0,4,27,0,2,2,10,44,0,40,42,12,42,10,7,17,0,5,10,9,7,1
a,21,30,36,25,30,0,27,3,21,31,0,0,32,0,0,0,22,32,38,21,33,0,26,4,20,30,0,0,30,0,0,0,20,31,22,31,30,0,32,0,27,32,0,0,31,0,0,0,22,32,21,30,30,0,31,0,38,27,0,0,18,6,0,1
a,27,29,17,26,20,3,29,3,17,49,3,4,19,6,3,1,24,16,32,20,37,5,30,6,16,21,3,1,37,4,3,1,12,47,23,52,20,2,30,8,15,31,1,1,12,1,1,0,15,18,23,30,44,6,56,6,20,10,1,0,22,3,0,2
a,31,12,46,13,20,3,25,7,44,14,8,3,17,6,6,1,39,18,43,29,15,4,20,4,36,15,8,5,10,4,4,2,28,15,40,12,18,4,15,4,49,33,7,3,17,2,7,2,26,19,41,15,13,4,12,4,60,17,5,7,16,10,2,5
a,30,3,52,23,18,0,32,2,20,32,4,4,17,0,6,13,32,6,53,29,17,0,26,3,15,29,5,2,18,0,6,15,23,11,31,24,2,0,33,0,35,42,7,3,31,0,8,6,27,5,27,30,5,0,30,0,45,29,3,2,39,2,2,10
a,22,19,32,32,28,10,40,12,10,18,2,2,16,4,7,2,20,23,29,36,24,10,38,11,12,21,2,4,13,4,7,2,10,20,13,22,23,5,25,9,23,44,4,3,40,6,6,3,14,24,14,20,16,8,22,6,36,45,3,2,22,14,7,3
a,40,17,45,23,36,7,32,7,15,8,3,1,15,2,4,1,45,35,44,35,18,7,31,6,9,10,4,4,5,0,2,1,43,18,12,7,35,5,17,2,38,30,3,2,36,2,5,1,43,34,13,16,16,6,9,1,44,29,3,4,22,9,3,4
a,43,9,52,18,27,5,26,7,30,7,4,3,15,3,5,2,46,27,50,26,8,5,20,5,26,15,6,6,8,4,2,2,44,10,36,8,25,3,24,5,36,19,6,2,30,0,6,2,45,25,40,21,8,5,9,3,36,22,10,7,10,8,3,4
a,59,19,37,21,16,11,21,9,14,16,5,4,10,7,5,2,56,16,37,25,24,12,27,4,16,11,4,1,10,5,5,3,51,29,29,12,18,9,11,7,22,37,5,4,11,3,5,3,53,20,27,9,26,11,11,7,25,21,7,3,20,6,7,3
a,65,13,42,13,29,14,30,10,14,4,7,2,6,3,3,1,69,30,36,24,15,12,23,6,9,5,11,4,3,3,4,2,65,18,13,4,33,11,8,4,33,27,8,2,19,2,5,4,68,30,16,8,14,14,4,2,36,16,12,5,13,15,2,1
a,45,28,33,22,23,5,25,7,21,20,3,2,16,4,2,0,49,23,33,24,30,5,28,5,19,14,2,2,14,3,4,1,43,33,22,18,26,4,16,4,23,35,3,4,19,1,4,1,44,24,23,16,31,6,20,3,28,16,4,4,25,6,4,2
a,4,18,30,32,29,10,34,8,0,41,0,3,30,8,7,2,5,28,33,37,30,7,36,4,0,30,0,2,28,9,5,2,2,21,0,33,12,3,42,12,5,62,0,4,44,7,7,2,1,15,0,38,14,8,39,6,19,49,0,4,46,10,4,3
a,49,17,36,19,21,5,28,8,32,21,0,0,16,4,0,0,53,18,35,25,20,4,29,6,28,17,0,0,15,4,0,2,46,22,24,15,18,2,21,6,41,37,0,0,21,2,0,1,49,23,21,12,17,3,19,5,45,32,0,0,24,4,0,2
a,37,27,27,21,35,13,41,5,12,19,0,0,12,5,0,2,34,34,35,26,31,13,30,4,10,11,0,0,14,5,0,9,33,36,13,15,33,10,18,8,20,35,2,2,23,0,3,5,36,29,14,20,33,14,18,4,22,20,2,4,24,10,3,3
a,16,17,48,33,12,0,27,4,17,43,2,7,17,0,6,7,17,12,48,26,28,0,30,4,16,17,3,5,30,0,10,10,10,16,24,43,3,0,26,0,36,55,2,7,23,0,6,5,9,4,25,26,14,0,44,0,32,23,6,7,54,3,4,5
a,39,6,62,8,53,6,50,8,4,1,2,1,3,1,4,8,44,52,61,34,7,7,22,3,0,4,0,1,0,0,1,20,44,7,3,1,52,6,7,1,48,28,1,4,35,4,6,9,38,53,6,7,6,7,1,1,49,48,0,1,19,2,1,17
a,29,32,27,15,32,12,24,8,17,20,2,4,20,8,1,5,37,28,27,18,32,12,17,4,17,21,1,2,17,7,5,11,32,34,11,17,32,10,18,8,27,27,2,3,24,0,2,9,34,34,12,17,34,12,18,7,27,13,6,7,17,7,7,4
a,2,10,22,37,18,4,49,12,6,38,0,3,39,12,1,3,4,24,39,34,19,6,32,4,5,32,1,4,29,10,3,10,2,21,6,27,22,4,34,12,21,48,0,2,50,2,0,5,2,23,6,33,14,5,34,11,16,49,1,4,40,10,4,4
a,57,12,48,20,39,7,28,7,11,3,2,0,7,1,3,11,58,40,42,27,15,7,18,3,9,9,5,4,1,1,1,16,50,14,14,4,40,6,12,2,45,17,3,1,34,4,3,7,52,45,13,10,14,6,4,1,48,23,6,6,14,7,2,5
a,32,35,34,29,24,6,22,7,21,25,0,0,16,4,0,1,40,22,40,27,36,6,36,5,13,12,0,0,14,2,0,3,40,31,17,22,25,3,12,5,28,36,0,0,31,3,0,3,38,22,21,19,32,7,24,1,29,23,0,0,28,9,0,3
a,37,25,37,16,20,5,23,6,27,25,2,2,20,5,0,6,42,19,35,24,31,6,25,3,21,18,2,1,15,3,4,7,42,34,28,23,26,6,20,3,22,23,3,2,17,1,2,4,47,26,29,19,31,7,25,2,24,14,4,3,9,9,5,2
a,39,25,35,14,16,13,22,9,27,23,3,6,12,8,0,4,51,13,29,21,27,11,20,5,23,11,4,3,14,7,6,11,48,31,21,18,13,6,14,11,25,35,5,2,16,2,2,7,45,18,25,14,30,13,24,6,27,9,7,5,18,5,5,5
a,32,26,37,23,23,6,22,4,30,26,0,0,19,5,0,3,47,26,32,18,27,6,20,5,22,14,3,2,22,4,2,6,39,29,29,23,26,5,17,6,33,19,0,0,22,1,0,7,43,25,28,22,26,6,27,4,25,22,2,0,19,3,0,4
a,43,31,42,20,35,0,35,1,14,14,1,2,8,0,0,10,44,33,45,23,37,0,21,4,13,9,3,4,7,0,3,10,45,36,15,9,34,0,11,0,36,33,3,2,27,0,2,3,46,34,15,13,34,0,13,0,38,25,3,4,21,4,3,3
a,31,29,32,20,28,12,21,6,17,21,0,0,22,8,0,9,31,29,32,18,29,12,20,7,17,21,0,0,21,8,1,10,29,36,12,15,36,14,15,6,24,24,3,3,26,6,2,5,34,33,11,15,34,14,15,4,28,19,3,3,29,7,2,5
a,15,37,8,16,41,12,30,10,0,35,0,8,31,9,1,3,19,38,15,25,42,11,23,6,0,30,0,4,26,7,8,2,13,47,0,30,44,8,33,10,2,33,0,3,18,0,9,6,7,48,0,33,46,12,35,8,7,21,0,7,12,8,10,2
a,38,19,20,16,29,8,34,9,14,24,6,5,14,8,4,8,23,26,42,28,27,10,26,8,11,15,1,0,14,6,0,19,35,31,13,20,23,6,25,10,17,37,4,1,11,4,10,9,33,28,15,20,22,10,24,6,24,26,4,3,19,10,4,8
a,0,8,46,33,29,7,38,2,0,41,1,1,21,7,10,12,0,20,47,36,27,6,38,0,0,29,0,1,22,8,7,15,0,2,0,47,15,0,34,14,28,35,0,7,50,8,4,12,1,0,0,49,15,4,34,10,37,26,1,8,45,17,5,4
a,33,31,34,23,37,0,45,1,10,23,0,0,17,0,0,2,36,31,39,31,34,0,40,2,7,19,0,0,15,0,0,2,32,35,18,30,35,0,30,0,21,27,0,0,24,0,0,4,35,30,20,32,34,0,29,0,21,18,0,0,33,4,0,0
a,0,1,20,40,13,2,57,11,0,55,0,0,43,14,0,0,0,17,32,46,21,5,43,6,0,39,0,0,35,11,0,1,0,16,0,33,14,2,35,12,24,51,0,7,45,8,8,1,0,8,0,41,13,2,36,12,22,47,0,5,48,14,8,0
a,37,28,24,19,36,0,38,4,17,30,0,0,23,0,0,0,44,36,29,39,27,0,29,2,12,14,0,0,23,0,0,1,35,38,12,19,31,0,24,0,29,38,0,0,27,1,0,2,33,31,13,24,35,0,21,0,31,26,0,0,39,2,0,1
a,26,19,17,17,40,3,45,7,13,23,5,9,19,5,7,1,35,34,28,49,23,4,32,3,4,15,4,3,12,3,4,3,28,27,6,12,36,4,23,3,23,43,4,6,28,3,10,0,28,31,7,24,21,4,17,3,20,39,2,7,38,8,7,0
a,51,18,22,13,24,7,40,10,14,16,11,7,12,8,2,1,49,18,41,33,26,10,32,5,3,15,3,1,7,4,6,3,54,20,7,10,21,6,12,8,29,38,7,1,26,7,8,2,42,16,20,13,24,8,5,6,39,28,5,3,29,14,3,1
a,47,31,35,20,34,0,36,2,16,14,3,5,9,0,2,2,44,34,49,33,35,0,21,2,10,7,1,1,6,0,2,11,51,34,12,7,31,0,10,0,38,29,3,4,26,2,2,7,45,36,10,5,32,0,9,0,45,42,1,1,26,0,2,2
a,25,27,41,22,44,0,43,3,14,18,0,0,19,0,0,0,27,41,39,34,31,0,32,2,12,22,0,0,14,0,0,2,25,28,14,18,41,0,24,0,36,32,0,0,37,0,0,1,26,39,13,27,29,0,18,0,37,37,0,0,30,0,0,0
a,16,28,15,19,44,8,29,7,0,42,0,3,26,10,7,2,12,38,24,35,39,7,28,2,0,26,0,2,25,11,3,4,4,35,0,24,33,8,26,8,11,53,0,1,37,6,7,3,5,34,0,21,32,9,23,7,26,48,0,0,40,6,3,2
a,25,26,30,20,31,0,44,2,14,25,5,11,19,0,3,1,33,32,40,38,29,0,40,1,5,11,2,4,14,0,1,6,28,33,16,14,21,0,25,0,29,41,5,5,27,3,7,2,33,28,10,15,24,0,21,0,37,42,2,0,30,3,7,4
a,40,22,30,22,32,0,37,5,14,29,0,0,18,0,0,7,34,34,42,26,34,0,26,3,7,16,0,0,15,0,0,19,33,33,15,22,23,0,30,0,26,44,0,0,25,1,0,4,31,29,18,22,32,0,18,0,33,28,0,0,28,7,0,10
a,0,0,21,35,9,0,56,13,0,49,0,12,40,14,6,1,0,20,35,43,14,0,47,8,0,29,0,6,35,14,2,3,0,9,0,40,8,0,41,14,23,57,0,4,37,7,13,3,0,17,0,32,7,4,42,10,33,59,0,1,34,9,7,1
a,30,24,28,16,29,10,35,7,11,21,5,8,16,9,7,0,27,26,36,20,33,8,35,6,10,19,4,4,13,8,6,1,30,29,15,15,28,8,16,6,23,36,4,4,28,3,7,4,27,27,16,17,25,10,18,6,25,37,4,2,28,6,4,4
a,0,5,34,34,20,6,42,8,0,44,0,8,29,8,8,10,0,20,41,32,26,4,36,8,0,29,3,8,24,10,10,5,0,15,0,35,0,0,49,14,12,61,0,9,47,2,9,3,0,0,0,49,0,0,49,14,9,43,0,14,49,17,11,1
a,51,13,42,10,23,14,36,6,33,5,0,0,15,7,0,1,54,22,46,22,14,12,26,8,28,14,0,0,4,5,0,1,51,18,34,11,20,10,21,9,35,27,0,0,15,5,0,0,48,21,41,21,14,14,11,8,40,20,0,0,8,10,0,0
a,43,22,39,21,27,12,22,8,21,13,2,1,10,6,5,4,52,26,28,23,24,10,22,5,18,10,4,5,12,8,5,4,43,28,17,14,25,10,16,6,30,33,2,2,17,4,6,3,44,23,20,16,25,12,13,5,32,12,4,6,26,11,2,5
a,20,14,41,21,30,8,44,11,13,15,2,5,16,6,6,4,25,32,48,19,19,10,29,12,10,13,4,12,10,4,2,7,23,23,14,13,27,7,24,10,29,40,3,2,31,2,4,4,23,30,15,27,22,8,15,8,22,28,6,7,31,8,2,4
a,6,49,16,18,50,13,39,9,0,21,0,6,20,6,0,3,10,49,29,28,48,12,33,8,0,11,0,4,12,4,3,5,4,53,0,21,49,12,25,8,14,33,0,3,25,4,2,3,4,52,0,28,52,14,28,8,5,20,0,6,25,8,4,2
a,56,20,40,11,32,6,37,6,14,8,4,3,14,3,0,2,57,30,44,29,22,7,25,6,11,12,4,1,4,1,1,2,49,22,18,6,31,5,15,3,39,29,3,1,29,2,2,2,51,32,21,15,19,6,9,3,41,20,5,4,16,8,2,4
a,56,19,37,22,28,5,34,4,21,17,0,0,7,3,0,3,58,23,37,26,25,5,28,5,20,10,0,0,12,3,0,4,48,28,27,9,26,4,15,4,33,34,0,0,25,2,0,1,49,23,30,18,26,7,17,3,35,18,0,0,23,6,0,1
a,0,8,31,32,22,5,50,10,0,41,0,7,27,9,7,7,0,17,36,26,24,5,51,4,0,32,0,14,25,9,4,9,0,12,0,37,0,0,49,14,8,62,0,8,50,2,9,5,0,0,0,49,0,0,49,14,2,47,0,14,51,14,12,4
a,52,25,33,16,19,13,19,9,13,18,8,4,6,4,6,11,53,17,37,25,30,11,17,2,12,7,4,1,10,3,9,18,43,40,20,12,18,8,11,7,23,38,7,5,7,3,6,8,43,22,20,9,30,9,17,7,30,20,6,3,18,7,6,9
a,6,18,33,21,22,7,43,8,12,35,0,7,31,10,1,2,19,22,41,18,27,11,35,6,5,20,9,8,16,4,4,11,4,30,12,21,18,4,31,10,22,45,2,6,38,4,5,4,4,18,12,31,18,6,31,10,14,35,2,12,35,12,12,4
a,17,14,34,23,24,5,42,14,12,26,2,4,24,9,1,5,20,33,38,22,23,8,34,8,10,15,2,10,17,6,4,6,16,21,10,17,17,5,28,10,27,50,2,4,38,2,4,5,16,20,12,28,14,4,24,10,28,29,3,11,33,16,6,2
a,0,9,26,31,21,5,42,9,0,47,0,7,35,11,9,4,0,22,42,28,24,8,33,6,0,34,0,8,32,8,6,5,0,11,0,38,0,0,49,14,10,66,0,6,43,3,12,4,0,0,0,49,2,1,47,13,18,37,0,13,49,17,6,4
a,30,17,25,17,26,8,42,7,16,25,2,8,17,8,5,3,40,21,35,23,20,8,36,6,10,16,3,7,16,6,2,7,25,26,14,17,21,7,22,8,27,46,2,4,22,3,8,4,23,23,16,22,23,10,22,8,28,19,3,10,27,12,6,4
a,47,27,38,22,26,12,28,7,18,12,0,0,13,6,0,0,52,24,35,27,26,10,28,5,17,10,0,0,11,7,0,4,42,34,21,12,28,8,16,8,26,38,0,0,18,4,0,1,44,28,22,15,27,13,15,7,32,21,0,0,22,8,0,2
a,24,35,31,28,44,0,35,5,4,24,1,4,16,0,5,0,26,35,32,39,44,0,36,4,4,16,4,0,10,0,3,3,18,47,6,17,42,0,26,0,19,42,3,3,28,0,4,1,14,44,6,26,43,0,27,0,18,32,1,4,36,1,3,1
